"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"42071","5","45211","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS12 45211 Department stores","County, NAICS 5-digit -- by ownership sector","All establishment sizes",25,2103,38031791,17211883,830550,348,18086,"",1.21,0.97,1.02,0.99,1.23,1.05,1.05,"",0,0.0,-67,-3.1,-1028958,-2.6,-12740,-0.1,-48579,-5.5,2,0.6,83,0.5
"42071","5","452111","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS12 452111 Department stores, except discount","County, NAICS 6-digit -- by ownership sector","All establishment sizes",6,577,10839553,4547383,253936,361,18778,"",0.94,0.74,0.70,0.70,0.86,0.94,0.94,"",0,0.0,-42,-6.8,-547455,-4.8,-41610,-0.9,-6162,-2.4,7,2.0,385,2.1
"42071","5","452112","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS12 452112 Discount department stores","County, NAICS 6-digit -- by ownership sector","All establishment sizes",19,1526,27192238,12664500,576614,343,17824,"",1.33,1.09,1.25,1.16,1.52,1.14,1.14,"",0,0.0,-25,-1.6,-481503,-1.7,28870,0.2,-42417,-6.9,0,0.0,-23,-0.1
"42071","5","4529","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS12 4529 Other general merchandise stores","County, NAICS 4-digit -- by ownership sector","All establishment sizes",58,1680,42727084,15693693,747635,489,25434,"",0.90,0.54,0.68,0.56,0.83,1.27,1.27,"",1,1.8,52,3.2,1665034,4.1,1123879,7.7,8043,1.1,4,0.8,213,0.8
"42071","5","45291","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS12 45291 Warehouse clubs and supercenters","County, NAICS 5-digit -- by ownership sector","All establishment sizes",4,1080,32632559,11202086,542731,581,30211,"",0.48,0.44,0.62,0.49,0.82,1.40,1.40,"",0,0.0,28,2.7,1124276,3.6,838009,8.1,-20,0.0,5,0.9,258,0.9
"42071","5","452910","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS12 452910 Warehouse clubs and supercenters","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,1080,32632559,11202086,542731,581,30211,"",0.48,0.44,0.62,0.49,0.82,1.40,1.40,"",0,0.0,28,2.7,1124276,3.6,838009,8.1,-20,0.0,5,0.9,258,0.9
"42071","5","45299","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS12 45299 All other general merchandise stores","County, NAICS 5-digit -- by ownership sector","All establishment sizes",54,600,10094525,4491607,204904,324,16831,"",0.97,0.88,1.01,0.84,0.87,1.15,1.15,"",1,1.9,24,4.2,540758,5.7,285870,6.8,8063,4.1,5,1.6,249,1.5
"42071","5","452990","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS12 452990 All other general merchandise stores","County, NAICS 6-digit -- by ownership sector","All establishment sizes",54,600,10094525,4491607,204904,324,16831,"",0.97,0.88,1.01,0.84,0.87,1.15,1.15,"",1,1.9,24,4.2,540758,5.7,285870,6.8,8063,4.1,5,1.6,249,1.5
"42071","5","453","75","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 453 Miscellaneous store retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",237,1922,39289538,13755149,649770,393,20442,"",1.54,1.41,1.36,1.23,1.25,0.97,0.97,"",-7,-2.9,-40,-2.0,528545,1.4,-343610,-2.4,-16685,-2.5,13,3.4,682,3.5
"42071","5","4531","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 4531 Florists","County, NAICS 4-digit -- by ownership sector","All establishment sizes",16,118,2256582,1025344,42482,368,19137,"",0.89,1.17,1.36,1.23,1.32,1.16,1.16,"",-1,-5.9,2,1.7,18351,0.8,28648,2.9,-4288,-9.2,-4,-1.1,-200,-1.0
"42071","5","45311","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 45311 Florists","County, NAICS 5-digit -- by ownership sector","All establishment sizes",16,118,2256582,1025344,42482,368,19137,"",0.89,1.17,1.36,1.23,1.32,1.16,1.16,"",-1,-5.9,2,1.7,18351,0.8,28648,2.9,-4288,-9.2,-4,-1.1,-200,-1.0
"42071","5","453110","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 453110 Florists","County, NAICS 6-digit -- by ownership sector","All establishment sizes",16,118,2256582,1025344,42482,368,19137,"",0.89,1.17,1.36,1.23,1.32,1.16,1.16,"",-1,-5.9,2,1.7,18351,0.8,28648,2.9,-4288,-9.2,-4,-1.1,-200,-1.0
"42071","5","4532","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 4532 Office supplies, stationery, and gift stores","County, NAICS 4-digit -- by ownership sector","All establishment sizes",59,525,8649934,3945121,196094,317,16466,"",1.46,1.18,0.93,1.07,1.11,0.79,0.79,"",-5,-7.8,-86,-14.1,-1013438,-10.5,-481527,-10.9,-25148,-11.4,13,4.3,648,4.1
"42071","5","45321","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 45321 Office supplies and stationery stores","County, NAICS 5-digit -- by ownership sector","All establishment sizes",10,125,2774174,1013489,63356,426,22149,"",0.87,0.67,0.53,0.59,0.72,0.78,0.78,"",0,0.0,-16,-11.3,-177085,-6.0,-74501,-6.8,-5934,-8.6,23,5.7,1181,5.6
"42071","5","453210","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 453210 Office supplies and stationery stores","County, NAICS 6-digit -- by ownership sector","All establishment sizes",10,125,2774174,1013489,63356,426,22149,"",0.87,0.67,0.53,0.59,0.72,0.78,0.78,"",0,0.0,-16,-11.3,-177085,-6.0,-74501,-6.8,-5934,-8.6,23,5.7,1181,5.6
"42071","5","45322","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 45322 Gift, novelty, and souvenir stores","County, NAICS 5-digit -- by ownership sector","All establishment sizes",49,400,5875760,2931632,132738,282,14686,"",1.70,1.54,1.46,1.48,1.50,0.95,0.95,"",-5,-9.3,-70,-14.9,-836353,-12.5,-407026,-12.2,-19214,-12.6,7,2.5,410,2.9
"42071","5","453220","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 453220 Gift, novelty, and souvenir stores","County, NAICS 6-digit -- by ownership sector","All establishment sizes",49,400,5875760,2931632,132738,282,14686,"",1.70,1.54,1.46,1.48,1.50,0.95,0.95,"",-5,-9.3,-70,-14.9,-836353,-12.5,-407026,-12.2,-19214,-12.6,7,2.5,410,2.9
"42071","5","4533","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 4533 Used merchandise stores","County, NAICS 4-digit -- by ownership sector","All establishment sizes",56,527,8340241,2026181,67101,304,15833,"",2.26,1.85,1.75,1.22,0.99,0.95,0.95,"",-2,-3.4,48,10.0,1196033,16.7,129494,6.8,5586,9.1,17,5.9,903,6.0
"42071","5","45331","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 45331 Used merchandise stores","County, NAICS 5-digit -- by ownership sector","All establishment sizes",56,527,8340241,2026181,67101,304,15833,"",2.26,1.85,1.75,1.22,0.99,0.95,0.95,"",-2,-3.4,48,10.0,1196033,16.7,129494,6.8,5586,9.1,17,5.9,903,6.0
"42071","5","453310","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 453310 Used merchandise stores","County, NAICS 6-digit -- by ownership sector","All establishment sizes",56,527,8340241,2026181,67101,304,15833,"",2.26,1.85,1.75,1.22,0.99,0.95,0.95,"",-2,-3.4,48,10.0,1196033,16.7,129494,6.8,5586,9.1,17,5.9,903,6.0
"42071","5","4539","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 4539 Other miscellaneous store retailers","County, NAICS 4-digit -- by ownership sector","All establishment sizes",107,752,20042781,6758503,344093,513,26653,"",1.51,1.41,1.52,1.36,1.42,1.08,1.08,"",1,0.9,-4,-0.5,327599,1.7,-20225,-0.3,7165,2.1,12,2.4,589,2.3
"42071","5","45391","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 45391 Pet and pet supplies stores","County, NAICS 5-digit -- by ownership sector","All establishment sizes",19,274,5933213,2417265,100456,416,21654,"",1.49,1.44,1.65,1.48,1.54,1.14,1.14,"",1,5.6,-9,-3.2,-154844,-2.5,-75570,-3.0,-8539,-7.8,2,0.5,116,0.5
"42071","5","453910","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 453910 Pet and pet supplies stores","County, NAICS 6-digit -- by ownership sector","All establishment sizes",19,274,5933213,2417265,100456,416,21654,"",1.49,1.44,1.65,1.48,1.54,1.14,1.14,"",1,5.6,-9,-3.2,-154844,-2.5,-75570,-3.0,-8539,-7.8,2,0.5,116,0.5
"42071","5","45392","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 45392 Art dealers","County, NAICS 5-digit -- by ownership sector","All establishment sizes",8,13,291589,114245,4043,429,22287,"",1.15,0.46,0.24,0.40,0.29,0.50,0.50,"",-1,-11.1,-4,-23.5,-27243,-8.5,-24746,-17.8,-1849,-31.4,74,20.8,3804,20.6
"42071","5","453920","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 453920 Art dealers","County, NAICS 6-digit -- by ownership sector","All establishment sizes",8,13,291589,114245,4043,429,22287,"",1.15,0.46,0.24,0.40,0.29,0.50,0.50,"",-1,-11.1,-4,-23.5,-27243,-8.5,-24746,-17.8,-1849,-31.4,74,20.8,3804,20.6
"42071","5","45393","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 45393 Manufactured, mobile, home dealers","County, NAICS 5-digit -- by ownership sector","All establishment sizes",5,41,2336989,451417,32600,1094,56884,"",1.65,1.92,2.77,1.85,2.07,1.45,1.44,"",0,0.0,3,7.9,139224,6.3,40769,9.9,2782,9.3,-18,-1.6,-952,-1.6
"42071","5","453930","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 453930 Manufactured, mobile, home dealers","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,41,2336989,451417,32600,1094,56884,"",1.65,1.92,2.77,1.85,2.07,1.45,1.44,"",0,0.0,3,7.9,139224,6.3,40769,9.9,2782,9.3,-18,-1.6,-952,-1.6
"42071","5","45399","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 45399 All other miscellaneous store retailers","County, NAICS 5-digit -- by ownership sector","All establishment sizes",76,424,11480990,3775576,206994,521,27088,"",1.57,1.45,1.53,1.34,1.41,1.06,1.06,"",2,2.7,5,1.2,370462,3.3,39322,1.1,14771,7.7,10,2.0,540,2.0
"42071","5","453991","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 453991 Tobacco stores","County, NAICS 6-digit -- by ownership sector","All establishment sizes",13,44,850612,458372,16405,370,19259,"",0.95,0.68,0.73,0.79,0.63,1.08,1.08,"",2,18.2,3,7.3,67104,8.6,61386,15.5,1634,11.1,-1,-0.3,-8,0.0
"42071","5","453998","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 453998 Store retailers not specified elsewhere","County, NAICS 6-digit -- by ownership sector","All establishment sizes",63,380,10630378,3317204,190589,538,27999,"",1.82,1.67,1.68,1.49,1.58,1.01,1.01,"",0,0.0,2,0.5,303358,2.9,-22064,-0.7,13137,7.4,12,2.3,667,2.4
"42071","5","454","75","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 454 Nonstore retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",90,888,42312407,9730154,571526,916,47640,"",1.40,1.00,0.97,0.84,1.02,0.97,0.97,"",-1,-1.1,129,17.0,6020619,16.6,1569536,19.2,55150,10.7,-4,-0.4,-196,-0.4
"42071","5","4541","76","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 4541 Electronic shopping and mail-order houses","County, NAICS 4-digit -- by ownership sector","All establishment sizes",39,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,"N",2,5.4,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","45411","77","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 45411 Electronic shopping and mail-order houses","County, NAICS 5-digit -- by ownership sector","All establishment sizes",39,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,"N",2,5.4,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","454111","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS12 454111 Electronic shopping","County, NAICS 6-digit -- by ownership sector","All establishment sizes",31,144,4407023,1660412,64550,589,30622,"",1.12,0.38,0.20,0.29,0.30,0.53,0.53,"",2,6.9,48,50.0,1414000,47.2,574114,52.9,16759,35.1,-12,-2.0,-610,-2.0
"42071","5","454113","78","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS12 454113 Mail-order houses","County, NAICS 6-digit -- by ownership sector","All establishment sizes",8,0,0,0,0,0,0,"N",1.54,0,0,0,0,0,0,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","4542","76","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 4542 Vending machine operators","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","45421","77","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 45421 Vending machine operators","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","454210","78","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 454210 Vending machine operators","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","4543","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 4543 Direct selling establishments","County, NAICS 4-digit -- by ownership sector","All establishment sizes",48,651,33265233,7013871,427650,983,51125,"",1.90,2.98,3.68,2.66,2.65,1.24,1.24,"",-2,-4.0,101,18.4,5149943,18.3,1090902,18.4,34315,8.7,-1,-0.1,-25,0.0
"42071","5","45431","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 45431 Fuel dealers","County, NAICS 5-digit -- by ownership sector","All establishment sizes",21,362,19364221,3941405,248950,1029,53517,"",1.89,2.96,3.77,2.68,2.38,1.28,1.28,"",-1,-4.5,104,40.3,5161613,36.3,1062197,36.9,41270,19.9,-29,-2.7,-1479,-2.7
"42071","5","454310","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 454310 Fuel dealers","County, NAICS 6-digit -- by ownership sector","All establishment sizes",21,362,19364221,3941405,248950,1029,53517,"",1.89,2.96,3.77,2.68,2.38,1.28,1.28,"",-1,-4.5,104,40.3,5161613,36.3,1062197,36.9,41270,19.9,-29,-2.7,-1479,-2.7
"42071","5","45439","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 45439 Other direct selling establishments","County, NAICS 5-digit -- by ownership sector","All establishment sizes",28,289,13901012,3072466,178700,926,48128,"",1.98,3.00,3.56,2.63,3.15,1.19,1.18,"",0,0.0,-2,-0.7,-11670,-0.1,28705,0.9,-6955,-3.7,8,0.9,386,0.8
"42071","5","454390","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 454390 Other direct selling establishments","County, NAICS 6-digit -- by ownership sector","All establishment sizes",28,289,13901012,3072466,178700,926,48128,"",1.98,3.00,3.56,2.63,3.15,1.19,1.18,"",0,0.0,-2,-0.7,-11670,-0.1,28705,0.9,-6955,-3.7,8,0.9,386,0.8
"42071","5","48-49","74","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",433,11670,518424171,119845410,7392318,854,44423,"",1.32,1.48,1.59,1.34,1.62,1.07,1.07,"",18,4.3,1585,15.7,63767201,14.0,17780389,17.4,1455454,24.5,-13,-1.5,-658,-1.5
"42071","5","481","75","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 481 Air transportation","County, NAICS 3-digit -- by ownership sector","All establishment sizes",7,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","4811","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 4811 Scheduled air transportation","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,24,1071131,181708,12604,849,44170,"",1.17,0.03,0.02,0.02,0.05,0.64,0.64,"",0,0.0,-1,-4.0,-38839,-3.5,-187262,-50.8,-15045,-54.4,-5,-0.6,-229,-0.5
"42071","5","48111","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 48111 Scheduled air transportation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",4,24,1071131,181708,12604,849,44170,"",1.17,0.03,0.02,0.02,0.05,0.64,0.64,"",0,0.0,-1,-4.0,-38839,-3.5,-187262,-50.8,-15045,-54.4,-5,-0.6,-229,-0.5
"42071","5","481111","78","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 481111 Scheduled passenger air transportation","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",1.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","481112","78","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 481112 Scheduled freight air transportation","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","4812","76","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 4812 Nonscheduled air transportation","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","48121","77","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 48121 Nonscheduled air transportation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","481211","78","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 481211 Nonscheduled air passenger chartering","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","481219","78","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 481219 Other nonscheduled air transportation","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","484","75","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 484 Truck transportation","County, NAICS 3-digit -- by ownership sector","All establishment sizes",294,3368,173956589,38093957,1977045,993,51657,"",1.72,1.41,1.83,1.30,1.39,1.29,1.29,"",23,8.5,165,5.2,12536797,7.8,2879889,8.2,90451,4.8,24,2.5,1261,2.5
"42071","5","4841","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 4841 General freight trucking","County, NAICS 4-digit -- by ownership sector","All establishment sizes",186,1640,85968427,18070402,996326,1008,52430,"",1.74,1.00,1.30,0.90,1.12,1.30,1.30,"",15,8.8,37,2.3,3510034,4.3,960759,5.6,56333,6.0,19,1.9,977,1.9
"42071","5","48411","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 48411 General freight trucking, local","County, NAICS 5-digit -- by ownership sector","All establishment sizes",90,612,29457633,6989350,371336,926,48160,"",1.98,1.50,1.91,1.41,1.28,1.27,1.27,"",9,11.1,57,10.3,2837050,10.7,939341,15.5,43424,13.2,4,0.4,224,0.5
"42071","5","484110","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 484110 General freight trucking, local","County, NAICS 6-digit -- by ownership sector","All establishment sizes",90,612,29457633,6989350,371336,926,48160,"",1.98,1.50,1.91,1.41,1.28,1.27,1.27,"",9,11.1,57,10.3,2837050,10.7,939341,15.5,43424,13.2,4,0.4,224,0.5
"42071","5","48412","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 48412 General freight trucking, long-distance","County, NAICS 5-digit -- by ownership sector","All establishment sizes",96,1028,56510794,11081052,624990,1057,54972,"",1.57,0.83,1.11,0.73,1.04,1.34,1.34,"",6,6.7,-19,-1.8,672984,1.2,21418,0.2,12909,2.1,32,3.1,1653,3.1
"42071","5","484121","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 484121 General freight trucking, long-distance tl","County, NAICS 6-digit -- by ownership sector","All establishment sizes",82,766,42274276,8276782,480906,1062,55200,"",1.68,0.92,1.31,0.78,1.20,1.43,1.42,"",6,7.9,-7,-0.9,707041,1.7,120781,1.5,11730,2.5,28,2.7,1409,2.6
"42071","5","484122","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 484122 General freight trucking, long-distance ltl","County, NAICS 6-digit -- by ownership sector","All establishment sizes",15,262,14236518,2804270,144084,1044,54303,"",1.22,0.65,0.77,0.61,0.71,1.19,1.19,"",0,0.0,-13,-4.7,-34057,-0.2,-99363,-3.4,1179,0.8,44,4.4,2315,4.5
"42071","5","4842","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 4842 Specialized freight trucking","County, NAICS 4-digit -- by ownership sector","All establishment sizes",108,1728,87988162,20023555,980719,979,50924,"",1.67,2.33,3.03,2.16,1.84,1.30,1.30,"",8,8.0,128,8.0,9026763,11.4,1919130,10.6,34118,3.6,30,3.2,1586,3.2
"42071","5","48421","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 48421 Used household and office goods moving","County, NAICS 5-digit -- by ownership sector","All establishment sizes",5,107,4284589,1180902,55511,772,40168,"",0.46,0.66,0.85,0.65,0.54,1.29,1.30,"",1,25.0,13,13.8,353856,9.0,-179644,-13.2,-20277,-26.8,-29,-3.6,-1501,-3.6
"42071","5","484210","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 484210 Used household and office goods moving","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,107,4284589,1180902,55511,772,40168,"",0.46,0.66,0.85,0.65,0.54,1.29,1.30,"",1,25.0,13,13.8,353856,9.0,-179644,-13.2,-20277,-26.8,-29,-3.6,-1501,-3.6
"42071","5","48422","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 48422 Other specialized trucking, local","County, NAICS 5-digit -- by ownership sector","All establishment sizes",78,1000,50319740,11463955,530375,968,50311,"",1.99,2.82,3.57,2.46,1.70,1.26,1.26,"",6,8.3,105,11.7,6846952,15.7,1630847,16.6,56091,11.8,34,3.6,1756,3.6
"42071","5","484220","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 484220 Other specialized trucking, local","County, NAICS 6-digit -- by ownership sector","All establishment sizes",78,1000,50319740,11463955,530375,968,50311,"",1.99,2.82,3.57,2.46,1.70,1.26,1.26,"",6,8.3,105,11.7,6846952,15.7,1630847,16.6,56091,11.8,34,3.6,1756,3.6
"42071","5","48423","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 48423 Other specialized trucking, long-distance","County, NAICS 5-digit -- by ownership sector","All establishment sizes",25,621,33383833,7378698,394833,1034,53758,"",1.71,2.78,3.38,2.63,3.35,1.22,1.22,"",1,4.2,10,1.6,1825955,5.8,467927,6.8,-1696,-0.4,40,4.0,2087,4.0
"42071","5","484230","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 484230 Other specialized trucking, long-distance","County, NAICS 6-digit -- by ownership sector","All establishment sizes",25,621,33383833,7378698,394833,1034,53758,"",1.71,2.78,3.38,2.63,3.35,1.22,1.22,"",1,4.2,10,1.6,1825955,5.8,467927,6.8,-1696,-0.4,40,4.0,2087,4.0
"42071","5","485","75","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 485 Transit and ground passenger transportation","County, NAICS 3-digit -- by ownership sector","All establishment sizes",24,925,19712380,9389242,800431,410,21301,"",0.86,1.18,1.02,1.17,1.06,0.86,0.86,"",1,4.3,-51,-5.2,576252,3.0,88567,1.0,-52267,-6.1,33,8.8,1684,8.6
"42071","5","4853","76","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 4853 Taxi and limousine service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",7,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,"N",2,40.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","48531","77","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 48531 Taxi service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","485310","78","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 485310 Taxi service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","48532","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 48532 Limousine service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,35,865105,271515,12109,473,24600,"",0.43,0.49,0.50,0.36,0.27,1.00,1.00,"",0,0.0,-2,-5.4,-28227,-3.2,-26889,-9.0,-1745,-12.6,11,2.4,564,2.3
"42071","5","485320","78","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 485320 Limousine service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,35,865105,271515,12109,473,24600,"",0.43,0.49,0.50,0.36,0.27,1.00,1.00,"",0,0.0,-2,-5.4,-28227,-3.2,-26889,-9.0,-1745,-12.6,11,2.4,564,2.3
"42071","5","4854","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 4854 School and employee bus transportation","County, NAICS 4-digit -- by ownership sector","All establishment sizes",10,618,10990950,6528256,652773,342,17785,"",1.68,1.91,1.72,1.96,1.39,0.90,0.90,"",-1,-9.1,-50,-7.5,-614728,-5.3,-197110,-2.9,-52214,-7.4,8,2.4,416,2.4
"42071","5","48541","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 48541 School and employee bus transportation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",10,618,10990950,6528256,652773,342,17785,"",1.68,1.91,1.72,1.96,1.39,0.90,0.90,"",-1,-9.1,-50,-7.5,-614728,-5.3,-197110,-2.9,-52214,-7.4,8,2.4,416,2.4
